Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L17023,C13222,B02,Education Loan,3390400,13.7,19,Default,2022-06-30
L17024,C07974,B03,Personal Loan,1667759,11.7,28,Active,
L17025,C07393,B04,Education Loan,1982202,10.6,21,Active,2023-07-22
L17026,C03408,B02,Home Loan,3118882,12.5,3,Active,2022-04-11
L17027,C01127,B04,Home Loan,418461,13.9,11,Closed,2023-01-29
L17028,C19530,B03,Home Loan,913922,-1.0,19,Active,2023-10-09
L17029,C01098,B05,Home Loan,3095647,8.6,20,Delayed,2022-02-23
L17030,C03586,B05,Education Loan,2601770,13.1,22,Active,2023-08-22
L17031,C01190,B05,Personal Loan,3361801,8.9,9,Active,2024-02-29
L17032,C09576,B05,Personal Loan,279423,10.6,19,Delayed,2022-10-06
L17033,C14746,B01,Car Loan,3242453,9.2,19,Default,2023-09-29
L17034,C05135,B04,Home Loan,3768075,11.4,13,Actve,2022-10-29
L17035,C17001,B01,Car Loan,4919944,12.7,20,Active,2023-08-02
L17036,C12153,B04,Home Loan,1161380,11.2,17,Active,2024-06-08
L17037,C16905,B05,Education Loan,4022844,8.6,30,Active,2024-01-24
L17038,C07782,B05,Car Loan,4898308,8.0,13,Active,2022-12-25
L17039,C10913,B02,Education Loan,1795905,9.7,6,Closed,2022-03-29
L17040,C04482,B04,Home Loan,4817677,9.3,28,Active,2022-04-08
L17041,C07845,B05,Car Loan,2872170,13.9,13,Closed,2024-04-23
L17042,C18146,B01,Home Loan,644178,9.9,25,Closed,2022-09-07
L17043,C06346,B03,Personal Loan,3748501,10.6,25,Active,2024-04-16
L17044,C08169,B01,Home Loan,2492857,10.9,19,Active,2023-01-11
L17045,C14908,B02,Car Loan,560323,13.5,10,Closed,2023-03-20
L17046,C05547,B05,Education Loan,1571395,11.7,13,Active,2023-04-26
L17047,C16158,B01,Education Loan,2644840,9.2,16,Closed,2022-08-29
L17048,C05553,B04,Home Loan,2846510,9.0,9,Closed,2023-02-12
L17049,C18779,B05,Car Loan,2432422,10.2,3,Active,2023-07-11
L17050,C13759,B05,Personal Loan,2945584,11.2,10,Closed,2023-12-10
L17051,C19697,B01,Home Loan,3647579,10.6,22,Closed,2022-06-02
L17052,C11388,B05,Home Loan,3838496,12.5,14,Active,2024-02-05
L17053,C14100,B03,Car Loan,2610924,13.6,18,Active,2023-03-15
L17054,C13672,B05,Car Loan,3274199,13.9,14,Active,
L17055,C03848,B04,Car Loan,4213846,10.9,27,Closed,2024-05-31
L17056,C00566,B04,Education Loan,1019734,11.4,10,Delayed,2022-12-09
L17057,C19244,B03,Personal Loan,2015505,15.6,14,Closed,2023-03-23
L17058,C11923,B01,Car Loan,2730309,12.8,10,Delayed,2022-09-11
L17059,C02454,B02,Home Loan,1434998,12.6,27,Active,2022-08-08
L17060,C12155,B03,Education Loan,4702411,12.4,18,Actve,2024-03-20
L17061,C05585,B01,Personal Loan,2801137,8.0,27,Active,2023-12-30
L17062,C06804,B01,Education Loan,356725,8.4,24,Delayed,2023-04-14
L17063,C16647,B01,Education Loan,822372,9.8,20,Active,2023-07-24
L17064,C10980,B04,Personal Loan,408763,14.6,10,Active,2022-07-31
L17065,C10305,B05,Car Loan,1447117,11.4,14,Default,2023-06-17
L17066,C11161,B05,Car Loan,1384046,13.2,26,Active,2022-03-11
L17067,C04886,B03,Car Loan,863145,9.0,14,Actve,
L17068,C15680,B03,Personal Loan,3867330,11.7,19,Active,2022-08-18
L17069,C10477,B01,Car Loan,1638183,14.4,6,Active,2024-06-08
L17070,C07995,B03,Home Loan,4995927,15.7,15,Closed,2024-04-03
L17071,C15410,B02,Personal Loan,588494,7.8,20,Active,2022-05-02
L17072,C11765,B02,Home Loan,1069789,10.4,23,Closed,2024-03-21
L17073,C05475,B04,Home Loan,3326885,10.1,28,Closed,2024-02-13
L17074,C15388,B03,Education Loan,1596414,11.2,9,Active,2023-12-06
L17075,C10020,B04,Personal Loan,4256909,13.9,5,Closed,2023-10-14
L17076,C02015,B05,Home Loan,4338519,7.9,19,Active,2023-07-22
L17077,C05744,B01,Personal Loan,1910140,15.4,3,Delayed,2022-11-29
L17078,C14286,B05,Car Loan,3328457,14.8,22,Delayed,2023-02-27
L17079,C07958,B02,Education Loan,2341243,8.1,27,Active,2022-10-09
L17080,C14091,B04,Education Loan,1694170,10.4,30,Active,2024-05-10
L17081,C04241,B04,Education Loan,477095,11.8,8,Active,2024-05-06
L17082,C19031,B05,Car Loan,3554048,12.4,17,Active,2023-03-02
L17083,C14151,B05,Car Loan,1676527,12.9,11,Active,2023-03-11
L17084,C04898,B02,Personal Loan,1060728,11.8,19,Active,2024-01-10
L17085,C06283,B03,Personal Loan,792005,14.3,18,Active,2022-06-14
L17086,C06488,B05,Home Loan,3613432,15.5,21,Active,2023-01-29
L17087,C10136,B01,Personal Loan,2024710,10.9,19,Active,2022-03-14
L17088,C06810,B04,Car Loan,726142,12.3,6,Delayed,2024-05-03
L17089,C16091,B05,Education Loan,2900107,14.9,7,Active,2024-04-24
L17090,C03923,B03,Car Loan,2949565,14.2,28,Active,2023-02-12
L17091,C02832,B03,Home Loan,4164993,9.7,28,Closed,2023-09-02
L17092,C01015,B03,Personal Loan,2546640,7.8,22,Active,2022-01-20
L17093,C13233,B04,Home Loan,1136320,12.8,18,Closed,2024-03-29
L17094,C17830,B01,Personal Loan,2296714,11.0,14,Active,2023-01-16
L17095,C06612,B02,Car Loan,3689720,7.7,15,Active,2022-09-02
L17096,C16227,B01,Personal Loan,2823459,7.6,5,Delayed,2023-10-24
L17097,C09761,B05,Car Loan,1520673,15.2,30,Active,2024-05-18
L17098,C05671,B04,Home Loan,4944868,8.3,16,Active,
L17099,C14322,B02,Education Loan,4365261,14.5,24,Active,2022-11-17
L17100,C00016,B04,Home Loan,2766307,13.8,22,Active,2023-04-25
L17101,C18471,B04,Education Loan,4062772,12.3,15,Active,2024-06-04
L17102,C19697,B02,Personal Loan,934202,14.3,12,Closed,2022-07-26
L17103,C17213,B03,Car Loan,3802439,12.7,21,Active,2023-11-11
L17104,C17615,B02,Car Loan,1116633,12.0,19,Active,2022-06-30
L17105,C18002,B02,Car Loan,4132465,8.0,4,Active,2022-12-03
L17106,C08845,B04,Car Loan,1354821,8.7,9,Delayed,2023-11-30
L17107,C00993,B01,Personal Loan,2801893,13.5,13,Active,2022-08-06
L17108,C11104,B02,Home Loan,3709022,13.4,6,Active,2024-01-09
L17109,C08420,B05,Home Loan,317653,13.3,21,Active,2022-03-27
L17110,C15991,B01,Personal Loan,1087041,13.3,27,Default,2022-06-09
L17111,C16027,B03,Car Loan,1256887,12.3,10,Active,2024-02-17
L17112,C16429,B04,Education Loan,1194469,13.5,8,Active,2023-06-27
L17113,C16230,B03,Home Loan,3979178,11.5,30,Active,2023-06-12
L17114,C16810,B03,Home Loan,4894471,11.0,20,Active,2023-02-27
L17115,C08395,B01,Home Loan,2202824,7.8,25,Active,2023-06-03
L17116,C12944,B03,Education Loan,3833681,14.0,21,Active,2022-02-01
L17117,C05709,B01,Personal Loan,1281648,10.7,30,Delayed,2023-03-09
L17118,C12333,B01,Car Loan,2024989,15.1,26,Active,2022-04-30
L17119,C10976,B02,Personal Loan,990713,10.4,16,Default,2023-01-03
L17120,C00893,B04,Car Loan,3005595,11.8,13,Active,2022-10-15
L17121,C14932,B01,Car Loan,1585483,14.5,19,Active,2023-10-12
L17122,C13421,B01,Car Loan,2438654,15.4,10,Delayed,2023-06-16
L17123,C13832,B03,Education Loan,3432493,14.6,4,Delayed,2023-03-17
L17124,C04665,B04,Education Loan,3161976,14.3,5,Active,2023-10-04
L17125,C05013,B01,Personal Loan,2338326,9.5,28,Active,2022-07-01
L17126,C00718,B01,Home Loan,4778066,8.0,25,Closed,2023-03-08
L17127,C00006,B04,Car Loan,4469226,10.3,7,Active,2022-04-26
L17128,C14430,B05,Car Loan,3971234,9.3,28,Active,2022-01-22
L17129,C17725,B04,Personal Loan,361194,-1.0,9,Active,2022-10-22
L17130,C07932,B02,Education Loan,2711048,15.8,14,Default,2023-08-26
L17131,C08908,B03,Car Loan,4927970,8.1,15,Active,2022-11-02
L17132,C07747,B05,Education Loan,903487,13.5,11,Active,2024-05-06
L17133,C16650,B02,Home Loan,2882100,13.6,3,Active,2023-07-22
L17134,C16883,B01,Home Loan,502703,8.1,10,Closed,2023-03-17
L17135,C17428,B04,Education Loan,3631530,13.8,19,Delayed,2022-11-21
L17136,C01670,B04,Car Loan,2537844,15.9,28,Active,2023-09-13
L17137,C18776,B05,Education Loan,1369935,-1.0,15,Closed,2022-10-24
L17138,C00222,B03,Car Loan,516954,11.2,14,Active,2022-10-26
L17139,C07057,B04,Personal Loan,742086,10.0,30,Active,2023-02-06
L17140,C05824,B03,Home Loan,4904020,13.8,23,Active,2023-07-03
L17141,C13195,B04,Home Loan,4291660,13.4,27,Delayed,2023-06-11
L17142,C05325,B04,Education Loan,2625556,11.6,20,Active,2023-12-08
L17143,C11927,B01,Car Loan,4727374,10.7,15,Default,2023-01-27
L17144,C17830,B05,Education Loan,977118,14.4,16,Active,2023-01-22
L17145,C03283,B03,Personal Loan,531837,8.4,5,Active,2023-02-13
L17146,C17576,B03,Personal Loan,1321551,15.2,10,Active,2023-10-10
L17147,C08740,B01,Car Loan,2317994,11.0,13,Active,2022-03-11
L17148,C11955,B02,Education Loan,1291714,12.4,23,Delayed,2023-09-21
L17149,C08612,B01,Home Loan,4800448,12.6,22,Default,2023-10-11
L17150,C03967,B05,Personal Loan,2661318,14.3,15,Active,2023-02-21
L17151,C03817,B03,Personal Loan,1334731,8.6,21,Closed,2022-10-28
L17152,C00891,B01,Personal Loan,99999999,9.1,6,Default,2024-03-20
L17153,C07499,B02,Education Loan,4947895,11.9,7,Active,2024-02-24
L17154,C01962,B04,Home Loan,3211978,13.1,15,Closed,2022-01-04
L17155,C08726,B04,Car Loan,681532,8.9,8,Delayed,2023-01-18
L17156,C09492,B04,Education Loan,2127691,9.8,28,Delayed,2023-12-22
L17157,C15996,B05,Education Loan,4525412,10.4,9,Closed,2022-02-26
L17158,C14610,B05,Education Loan,3441077,14.3,16,Closed,2023-10-31
L17159,C17166,B03,Car Loan,3191110,10.8,21,Closed,2023-03-08
L17160,C00507,B04,Car Loan,2006082,15.4,26,Closed,2022-05-07
L17161,C14343,B01,Car Loan,4586719,10.3,4,Closed,2023-08-14
L17162,C05490,B01,Car Loan,1673033,8.7,15,Active,2022-10-28
L17163,C16103,B02,Education Loan,1117791,8.4,5,Delayed,2022-08-16
L17164,C18159,B02,Car Loan,3809359,13.5,3,Active,
L17165,C01970,B03,Home Loan,4018229,13.4,11,Active,2023-03-19
L17166,C10254,B05,Education Loan,391250,13.7,16,Active,2024-04-26
L17167,C11141,B03,Education Loan,2610744,10.8,10,Delayed,2022-10-29
L17168,C05526,B03,Home Loan,1368642,10.6,3,Default,
L17169,C05177,B03,Car Loan,1151539,7.6,11,Delayed,2023-11-14
L17170,C02810,B01,Education Loan,4511336,10.7,9,Active,2022-02-07
L17171,C08373,B05,Home Loan,2399078,8.1,9,Default,2024-02-06
L17172,C14061,B02,Home Loan,3427753,12.5,8,Closed,2024-01-29
L17173,C14061,B05,Personal Loan,1781253,8.2,25,Closed,2024-04-18
L17174,C15514,B04,Education Loan,3462936,15.0,9,Active,2023-08-01
L17175,C18939,B04,Car Loan,1234976,12.0,24,Active,2024-05-28
L17176,C12669,B05,Home Loan,2255438,14.5,9,Closed,2022-02-25
L17177,C07137,B01,Education Loan,3390853,12.4,22,Active,2024-01-13
L17178,C05565,B04,Personal Loan,1108253,12.7,27,Delayed,2023-08-26
L17179,C11550,B01,Personal Loan,2428844,14.0,11,Active,2022-11-13
L17180,C08836,B05,Car Loan,2723717,8.4,13,Active,2022-08-30
L17181,C02142,B02,Education Loan,2267783,8.7,8,Delayed,2024-04-28
L17182,C07968,B02,Personal Loan,1440565,15.2,25,Active,2023-07-30
L17183,C13651,B04,Home Loan,2446544,8.8,3,Closed,2022-01-24
L17184,C03503,B03,Education Loan,1410361,15.4,4,Closed,2023-10-27
L17185,C04762,B05,Car Loan,3330109,8.4,13,Closed,2024-01-27
L17186,C05616,B02,Personal Loan,1617734,12.9,5,Active,2023-09-18
L17187,C09381,B04,Personal Loan,4032143,14.4,23,Closed,2022-04-01
L17188,C16309,B01,Home Loan,1663917,13.7,7,Active,2024-06-04
L17189,C06517,B05,Education Loan,2420389,14.1,28,Active,2023-03-27
L17190,C02553,B01,Education Loan,2610762,10.6,11,Closed,2023-08-07
L17191,C01014,B02,Education Loan,2803916,15.4,8,Active,2023-03-21
L17192,C12276,B04,Personal Loan,936773,12.0,3,Active,2022-02-13
L17193,C14815,B04,Car Loan,3298230,-1.0,5,Active,2022-04-10
L17194,C01744,B01,Home Loan,2721699,15.2,3,Active,2022-07-21
L17195,C12388,B02,Car Loan,1040301,14.6,3,Delayed,2023-10-18
L17196,C18105,B02,Home Loan,3242905,12.8,21,Delayed,2022-03-25
L17197,C16353,B04,Car Loan,3901660,11.0,28,Active,2022-02-23
L17198,C18697,B02,Personal Loan,2543748,14.6,30,Delayed,2023-11-28
L17199,C18927,B01,Personal Loan,358749,14.1,28,Active,2024-05-01
L17200,C15714,B02,Car Loan,3457717,12.0,19,Closed,2023-08-15
L17201,C08218,B04,Home Loan,1339310,9.6,29,Active,2023-11-29
L17202,C13936,B02,Education Loan,3147302,13.7,19,Default,2022-12-04
L17203,C15126,B05,Education Loan,4927759,14.6,6,Active,2023-10-07
L17204,C15253,B04,Personal Loan,99999999,9.0,4,Active,2022-02-10
L17205,C06198,B02,Personal Loan,3197507,8.7,19,Delayed,2023-07-06
L17206,C08842,B04,Education Loan,4297366,14.0,22,Delayed,2023-03-23
L17207,C08658,B05,Car Loan,2225350,14.8,30,Active,2024-04-28
L17208,C16146,B05,Personal Loan,2162635,10.1,23,Active,2024-03-09
L17209,C16719,B01,Personal Loan,3734117,12.5,15,Default,2023-06-16
L17210,C19182,B02,Personal Loan,4916225,8.5,14,Delayed,2023-02-10
L17211,C17971,B04,Education Loan,2073448,14.1,8,Closed,2022-10-29
L17212,C02284,B01,Home Loan,2670660,14.4,24,Active,2024-03-23
L17213,C07519,B03,Car Loan,1934714,8.9,15,Active,2023-01-27
L17214,C08098,B03,Education Loan,1211256,13.9,17,Closed,2024-03-01
L17215,C16056,B01,Home Loan,3801792,10.8,20,Active,2022-07-05
L17216,C00515,B01,Personal Loan,306875,11.9,3,Active,2024-04-20
L17217,C15318,B04,Personal Loan,2444539,15.2,26,Delayed,2022-09-26
L17218,C17872,B03,Education Loan,3605275,14.8,3,Closed,2022-08-31
L17219,C03730,B01,Home Loan,2460771,11.2,21,Active,2024-05-15
L17220,C06834,B01,Personal Loan,696083,14.6,5,Active,2022-10-04
L17221,C12513,B03,Car Loan,735180,9.7,24,Delayed,2023-01-27
L17222,C11887,B05,Car Loan,1927538,8.7,6,Active,2023-08-15
L17223,C09923,B02,Home Loan,4160762,10.7,28,Active,2023-10-10
L17224,C05955,B03,Car Loan,1539943,11.7,25,Active,2023-06-25
L17225,C01257,B01,Education Loan,1861182,12.2,6,Active,2023-11-19
L17226,C04992,B02,Education Loan,4469098,9.0,29,Active,2023-09-06
L17227,C10944,B01,Education Loan,2911540,11.5,11,Active,2022-02-14
L17228,C04654,B02,Personal Loan,4611066,9.1,4,Delayed,2023-09-21
L17229,C19591,B04,Education Loan,2167267,10.6,10,Active,2023-05-19
L17230,C03861,B03,Personal Loan,2706623,12.5,22,Active,2023-02-18
L17231,C15599,B01,Home Loan,3120174,10.6,17,Active,2022-07-31
L17232,C06627,B01,Personal Loan,4024199,7.6,19,Active,2023-06-03
L17233,C04019,B02,Home Loan,2729536,13.3,27,Active,2023-09-14
L17234,C04125,B05,Car Loan,2154801,11.8,5,Default,2022-12-08
L17235,C04422,B02,Education Loan,4801055,8.6,26,Closed,2024-01-08
L17236,C19266,B02,Education Loan,1711531,8.2,13,Default,2023-03-02
L17237,C06381,B01,Personal Loan,4797185,10.8,23,Default,2024-01-28
L17238,C06229,B04,Personal Loan,3538021,15.5,19,Closed,2022-07-02
L17239,C00360,B01,Car Loan,1018665,10.6,5,Delayed,2024-04-08
L17240,C06587,B01,Education Loan,3440305,15.8,5,Active,2022-06-13
L17241,C01473,B03,Personal Loan,4487229,13.6,5,Active,2023-12-05
L17242,C03778,B04,Personal Loan,837436,-1.0,8,Active,2022-09-05
L17243,C14385,B04,Personal Loan,2304347,14.8,15,Active,2023-12-11
L17244,C12638,B04,Education Loan,4452076,14.4,13,Active,2023-02-11
L17245,C10933,B01,Personal Loan,2447460,9.0,7,Active,2023-10-16
L17246,C04505,B03,Car Loan,2788143,10.2,3,Active,2022-07-19
L17247,C13922,B01,Car Loan,3744650,13.3,10,Active,2022-01-27
L17248,C03160,B03,Car Loan,522644,10.3,21,Active,2022-12-03
L17249,C14309,B05,Personal Loan,2632302,12.5,9,Delayed,2024-01-01
L17250,C14032,B01,Car Loan,371429,8.3,11,Active,2022-07-03
L17251,C01474,B05,Home Loan,3655045,11.7,14,Active,
L17252,C12058,B05,Personal Loan,2727207,13.8,4,Closed,2022-08-25
L17253,C18918,B05,Education Loan,2211786,14.0,7,Active,2023-11-10
L17254,C12386,B01,Home Loan,2169571,10.8,5,Delayed,2023-06-23
L17255,C19388,B04,Education Loan,3674781,13.7,27,Default,2023-01-11
L17256,C16709,B02,Education Loan,4075651,12.3,9,Delayed,2022-07-19
L17257,C00683,B01,Education Loan,2557533,10.4,16,Active,2023-10-03
L17258,C18045,B01,Home Loan,4221749,8.0,13,Active,2022-11-12
L17259,C01356,B01,Car Loan,737158,7.9,15,Closed,2023-12-08
L17260,C04050,B03,Education Loan,99999999,8.8,20,Active,2024-06-01
L17261,C16394,B02,Home Loan,3073634,14.3,12,Active,2022-03-17
L17262,C09780,B01,Education Loan,1123594,8.4,27,Active,2023-06-26
L17263,C12161,B02,Personal Loan,3440898,11.5,6,Closed,2024-03-17
L17264,C05828,B03,Car Loan,3545341,8.3,29,Closed,2023-08-06
L17265,C19835,B02,Car Loan,1386568,13.5,18,Active,2024-02-05
L17266,C01778,B04,Car Loan,4841364,8.2,22,Closed,2023-12-15
L17267,C04939,B01,Home Loan,3397877,12.8,11,Active,2022-09-01
L17268,C16842,B02,Car Loan,925916,13.2,19,Active,2023-10-05
L17269,C15910,B01,Education Loan,4977475,9.0,11,Delayed,2023-05-06
L17270,C05681,B02,Home Loan,4081641,9.4,3,Active,2022-02-21
L17271,C10494,B05,Home Loan,2518907,15.7,13,Active,2022-01-25
L17272,C00731,B04,Car Loan,99999999,8.5,3,Closed,2022-04-11
L17273,C11104,B01,Home Loan,1699099,14.4,22,Active,2023-05-21
L17274,C17016,B01,Car Loan,1165023,13.5,7,Active,2023-01-21
L17275,C04178,B01,Education Loan,1016583,9.3,23,Closed,2023-09-16
L17276,C18670,B05,Personal Loan,3568679,14.9,5,Closed,2022-03-24
L17277,C12135,B01,Home Loan,1146859,8.1,10,Active,2022-08-22
L17278,C00948,B01,Home Loan,1270261,-1.0,16,Active,2022-05-10
L17279,C08214,B03,Education Loan,1288552,8.8,20,Closed,2023-07-06
L17280,C03401,B03,Education Loan,3161816,12.2,15,Active,2024-03-03
L17281,C04413,B02,Personal Loan,1933258,12.4,22,Default,2022-02-15
L17282,C01651,B03,Car Loan,2270204,7.5,30,Closed,2024-06-04
L17283,C16742,B03,Personal Loan,322517,14.3,14,Delayed,2023-05-05
L17284,C13342,B01,Education Loan,2307252,9.1,28,Actve,
L17285,C04285,B03,Home Loan,2490551,8.4,16,Active,2023-09-18
L17286,C01671,B05,Personal Loan,805521,14.1,7,Active,2022-03-01
L17287,C06007,B05,Car Loan,4453361,8.9,14,Active,2023-01-01
L17288,C05687,B04,Car Loan,4798937,15.8,28,Active,2022-04-06
L17289,C01738,B01,Education Loan,2438382,15.2,15,Active,2022-07-06
L17290,C02487,B04,Education Loan,332473,8.2,26,Delayed,2023-11-06
L17291,C13525,B02,Personal Loan,2644775,12.2,12,Delayed,2022-02-19
L17292,C15005,B01,Personal Loan,568339,12.6,23,Delayed,
L17293,C05678,B04,Car Loan,2943537,8.2,17,Closed,2022-03-18
L17294,C07915,B01,Education Loan,1291557,15.4,16,Active,2023-10-30
L17295,C19158,B03,Home Loan,4879577,10.2,19,Active,2022-06-04
L17296,C06874,B03,Car Loan,2621137,8.1,29,Active,2023-07-19
L17297,C14831,B03,Home Loan,1596862,15.7,25,Active,
L17298,C16794,B02,Home Loan,3245124,9.3,8,Closed,2022-05-23
L17299,C18024,B03,Education Loan,4804861,10.6,21,Active,2022-04-22
L17300,C19373,B01,Home Loan,1250449,11.8,4,Closed,2023-08-17
L17301,C03929,B05,Car Loan,3861997,9.8,24,Delayed,2024-03-08
L17302,C19019,B04,Personal Loan,4607422,14.8,24,Active,2024-04-11
L17303,C12796,B01,Car Loan,2327824,12.0,8,Active,2023-10-07
L17304,C04685,B05,Car Loan,4655793,12.5,16,Active,2022-09-11
L17305,C17597,B05,Education Loan,4242882,13.4,12,Closed,2023-09-10
L17306,C07812,B04,Car Loan,2689134,15.6,16,Active,2023-10-31
L17307,C19231,B01,Car Loan,4786493,13.9,16,Active,2022-04-27
L17308,C09327,B04,Home Loan,1049939,9.1,13,Closed,2022-03-02
L17309,C13005,B01,Car Loan,4711086,13.9,3,Actve,2023-08-09
L17310,C09591,B04,Home Loan,1669938,12.3,30,Active,2023-06-19
L17311,C18953,B02,Home Loan,2366527,15.1,12,Active,2023-12-04
L17312,C09427,B05,Home Loan,1631209,15.6,14,Default,2023-12-25
L17313,C02953,B04,Education Loan,4565219,15.5,10,Active,2023-11-04
L17314,C17554,B05,Car Loan,1579580,12.9,9,Active,2022-07-10
L17315,C00812,B03,Car Loan,3579149,13.7,20,Closed,2023-03-18
L17316,C15002,B01,Car Loan,2730688,10.9,15,Delayed,2024-02-27
L17317,C09302,B01,Education Loan,574325,14.6,12,Default,2024-03-26
L17318,C13857,B05,Education Loan,3868110,7.7,19,Active,2022-10-08
L17319,C06347,B05,Home Loan,375956,11.6,14,Active,2022-02-02
L17320,C04533,B02,Home Loan,1065406,14.9,4,Closed,2022-05-23
L17321,C18520,B05,Home Loan,2116960,15.5,28,Active,2023-04-25
L17322,C03725,B02,Home Loan,2299419,-1.0,13,Active,2022-05-21
L17323,C00322,B03,Home Loan,3295106,7.6,22,Delayed,2022-05-29
L17324,C08085,B03,Personal Loan,493451,13.2,12,Active,2022-11-10
L17325,C06341,B01,Personal Loan,4492174,12.6,3,Active,2023-04-28
L17326,C11882,B02,Personal Loan,428301,7.6,19,Active,2023-09-17
L17327,C06995,B03,Personal Loan,379467,10.0,13,Active,2022-03-31
L17328,C07168,B01,Car Loan,3748230,8.0,19,Active,2022-04-30
L17329,C14260,B03,Car Loan,1497091,12.0,17,Default,2023-08-01
L17330,C15337,B03,Home Loan,1381444,13.2,14,Active,2022-08-22
L17331,C00038,B01,Car Loan,3788355,13.5,23,Active,2024-06-10
L17332,C03364,B03,Car Loan,3099209,8.4,25,Closed,2024-05-08
L17333,C16999,B01,Car Loan,1943998,11.8,20,Active,2023-03-24
L17334,C17917,B04,Education Loan,1713860,10.8,22,Active,
L17335,C18689,B03,Car Loan,3094336,11.9,13,Active,2023-12-20
L17336,C07109,B02,Education Loan,4333803,14.6,29,Closed,2023-12-23
L17337,C09683,B05,Car Loan,2112345,15.5,25,Active,2024-02-28
L17338,C02980,B05,Education Loan,2266677,8.0,22,Active,
L17339,C02164,B02,Car Loan,1195261,9.8,27,Active,2022-10-16
L17340,C11992,B03,Education Loan,2748691,15.3,27,Delayed,2022-08-14
L17341,C01015,B02,Education Loan,490176,12.9,22,Active,2023-03-27
L17342,C03295,B05,Education Loan,99999999,13.6,11,Delayed,2024-04-19
L17343,C05169,B05,Personal Loan,2780011,11.0,4,Active,2023-09-21
L17344,C00929,B05,Education Loan,1588014,8.5,28,Active,2022-11-13
L17345,C02692,B04,Education Loan,1090334,10.8,27,Active,2022-04-11
L17346,C00266,B05,Home Loan,1475895,7.9,23,Closed,2023-04-23
L17347,C10059,B03,Personal Loan,533011,8.6,8,Active,2023-07-15
L17348,C11786,B04,Personal Loan,4779900,12.3,11,Active,2023-04-04
L17349,C08204,B02,Car Loan,1685611,11.7,25,Active,2023-01-15
L17350,C07608,B04,Personal Loan,4634136,10.6,19,Delayed,2024-01-14
L17351,C03836,B05,Education Loan,4645163,12.7,8,Active,2022-04-18
L17352,C17329,B03,Car Loan,268765,12.7,29,Active,2024-02-10
L17353,C16664,B04,Home Loan,2888591,13.5,25,Default,2023-09-17
L17354,C08600,B02,Personal Loan,4004435,10.7,23,Active,2022-10-17
L17355,C12006,B01,Education Loan,1351855,13.5,9,Active,2022-02-05
L17356,C19092,B02,Home Loan,4899745,14.3,21,Default,2022-09-03
L17357,C12526,B01,Education Loan,3171955,15.6,20,Active,2023-01-27
L17358,C10332,B05,Personal Loan,3968923,8.4,26,Delayed,2023-01-28
L17359,C13667,B04,Home Loan,3898542,13.7,21,Active,2023-01-25
L17360,C16037,B04,Car Loan,881172,8.5,10,Delayed,2022-01-08
L17361,C17297,B02,Home Loan,4280017,11.0,21,Delayed,2023-09-26
